sentence,label_name
"a chronicle not only of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department . ",positive
i have a confession to make : i did n't particularly like e.t. the first time i saw it as a young boy . ,negative
'll wait in vain for a movie to happen ,negative
cinema 's directorial giants ,positive
"( the film ) works , due mostly to the tongue-in-cheek attitude of the screenplay . ",positive
who die hideously ,negative
the problem with the film ,negative
"it 's time for an absurd finale of twisted metal , fireballs and revenge ",negative
a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life ,positive
are committed ,positive
of the two bewitched adolescents ,negative
has secrets buried at the heart of his story and knows how to take time revealing them ,positive
slightly humorous and tender ,positive
just does n't work ,negative
the film is way too full of itself ; it 's stuffy and pretentious in a give-me-an-oscar kind of way ,negative
"mr. goyer 's loose , unaccountable direction ",negative
for its rather slow beginning ,negative
too sappy for its own good ,negative
"pretentious , untalented artistes who enjoy moaning about their cruel fate ",negative
will be lulled into a coma ,negative
a snore ,negative
has a cinematic fluidity and sense of intelligence that makes it work more than it probably should ,positive
is surely the funniest and most accurate depiction of writer ,positive
84 minutes is short ,positive
live happily ,positive
a work of extraordinary journalism ,positive
if the suspense never rises to a higher level ,negative
... too sappy for its own good . ,negative
it 's like going to a house party and watching the host defend himself against a frothing ex-girlfriend . ,negative
promises a new kind of high but delivers the same old bad trip ,negative
"by no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story . ",negative
a delightful romantic comedy with plenty ,positive
beloved-major ,positive
"sparkling , often hilarious romantic jealousy comedy ... attal looks so much like a young robert deniro that it seems the film should instead be called ` my husband is travis bickle ' . ",positive
overly sillified plot ,negative
leaden as the movie sputters ,negative
filter out the complexity ,positive
cheerfully ,positive
it is wise ,positive
is just lazy writing ,negative
spiritual survival ,positive
well-structured ,positive
worth a look ,positive
cute alien ,positive
brilliantly constructed work . ,positive
bravo for history ,positive
"nelson 's intentions are good , but the end result does no justice to the story itself . ",negative
"-- in a heartwarming , nonjudgmental kind of way -- ",positive
a few gut-busting laughs ,positive
"with very little to add beyond the dark visions already relayed by superb recent predecessors like swimming with sharks and the player , this latest skewering ... may put off insiders and outsiders alike . ",negative
somnambulant exercise ,negative
plain old ,negative
bad and ,negative
was n't one of the film 's virtues . ,negative
exhibits the shallow sensationalism characteristic of soap opera ,negative
bags ,negative
"stanley kwan has directed not only one of the best gay love stories ever made , but one of the best love stories of any stripe . ",positive
tries too hard to be emotional ,negative
"that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm ",positive
relevant today ,positive
frustrating ,negative
"strange , funny , twisted , brilliant and macabre ",positive
"parker and co-writer catherine di napoli are faithful to melville 's plotline , they and a fully engaged supporting cast ... have made the old boy 's characters more quick-witted than any english lit ",positive
", flawed humanity ",negative
despite playing out like a feature-length sitcom replete with stereotypical familial quandaries ,negative
", lawrence unleashes his trademark misogyny -- er , comedy -- like a human volcano or an overflowing septic tank , ",negative
the mark of a documentary that works ,positive
a film that will enthrall the whole family . ,positive
proficiency ,positive
if you grew up on scooby -- you 'll love this movie . ,positive
out-to-change-the-world ,positive
at least passably ,positive
"with a lot of static set ups , not much camera movement , and most of the scenes ",negative
enough interest ,positive
"hardly an objective documentary , but it 's great cinematic polemic ... ",positive
term epic cinema ,positive
"is so bad , ",negative
a lynch-like vision ,positive
"is , quite pointedly , ",positive
pristine ,positive
one of the worst movies of the year . ,negative
"the humor , characterization , poignancy , and intelligence of a bad sitcom ",negative
a sensitive and astute ,positive
's lovely ,positive
"one of the funniest motion pictures of the year , ",positive
"'s a feel-bad ending for a depressing story that throws a bunch of hot-button items in the viewer 's face and asks to be seen as hip , winking social commentary . ",negative
"a solid , well-formed satire . ",positive
"is a shaky , uncertain film that nevertheless touches a few raw nerves ",negative
ranks with the best of herzog 's works ,positive
"honest , sensitive story ",positive
"the movie is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue , just because it seems obligatory . ",negative
what could have been right at home as a nifty plot line in steven soderbergh 's traffic fails to arrive at any satisfying destination . ,negative
"no charm , no laughs , ",negative
appear foolish and shallow ,negative
it 's a sit down and ponder affair ,positive
"although god is great addresses interesting matters of identity and heritage , it 's hard to shake the feeling that it was intended to be a different kind of film . ",negative
", it 's still a good yarn -- which is nothing to sneeze at these days . ",positive
lighter ,positive
love moore or ,positive
"like mike is n't going to make box office money that makes michael jordan jealous , but it has some cute moments , funny scenes , and hits the target audience ( young bow wow fans ) - with nothing but net . ",positive
its fun ,positive
"infuses hubert with a mixture of deadpan cool , wry humor and just the measure of tenderness required to give this comic slugfest some heart . ",positive
"as my friend david cross would call it , ` hungry-man portions of bad ' ",negative
hard to imagine having more fun watching a documentary ,positive
was n't one of the film 's virtues ,negative
"supposedly , pokemon ca n't be killed , but pokemon 4ever practically assures that the pocket monster movie franchise is nearly ready to keel over . ",negative
perry 's good and ,positive
"'s a wise and powerful tale of race and culture forcefully told , with superb performances throughout . ",positive
stiletto-stomps the life out ,negative
screams ,negative
slick production values ,positive
this poor remake of such a well loved classic ,negative
", it offers much to absorb and even more to think about after the final frame . ",positive
"in my own very humble opinion , in praise of love lacks even the most fragmented charms i have found in almost all of his previous works . ",negative
will have you talking 'til the end of the year ! ,positive
no doubt the filmmaker is having fun with it all ,positive
to recycle images and characters that were already tired 10 years ago ,negative
"buoyant , expressive flow ",positive
its exquisite acting ,positive
"even if you 've never heard of chaplin , you 'll still be glued to the screen . ",positive
time stinker ,negative
demonstrating vividly that the beauty and power of the opera reside primarily in the music itself ,positive
enhances the personal touch of manual animation ,positive
virtually joyless ,negative
terrific b movie ,positive
"like kissing jessica stein , amy 's orgasm has a key strength in its willingness to explore its principal characters with honesty , insight and humor . ",positive
", there are side stories aplenty -- none of them memorable . ",negative
candy and cheeky ,positive
the thought of watching this film with an audience full of teenagers fixating on its body humor and reinforcement of stereotypes ( of which they 'll get plenty ) fills me with revulsion . ,negative
an angel simplicity ,positive
"though harris is affecting at times , he can not overcome the sense that pumpkin is a mere plot pawn for two directors with far less endearing disabilities . ",negative
nobody in the viewing audience cares ,negative
"well-acted , ",positive
amy and matthew have a bit of a phony relationship ,negative
a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals ,negative
deal with the subject of love head-on ,positive
charm and heart ,positive
luridly graphic and ,negative
"the characters , cast in impossibly contrived situations ",negative
", it 'll probably be in video stores by christmas , and it might just be better suited to a night in the living room than a night at the movies . ",negative
nincompoop benigni persona ,negative
twitchy acting ,negative
vague without any of its sense of fun or energy ,negative
supremely unfunny and unentertaining ,negative
tiny acts of kindness make ordinary life survivable ,positive
"lifted from terry gilliam 's subconscious , pressed through kafka 's meat grinder and into buñuel 's casings ",positive
the film is full of charm . ,positive
forced to watch him try out so many complicated facial expressions ,negative
we value in our daily lives ,positive
appreciates the art and reveals a music scene that transcends culture and race ,positive
's worth taking the kids to . ,positive
tumbleweeds ,negative
finely written ,positive
's not too fast and not too slow . ,positive
"escapes the precious trappings of most romantic comedies , infusing into the story very real , complicated emotions ",positive
the pleasure of read my lips is like seeing a series of perfect black pearls clicking together to form a string . ,positive
", it traps audiences in a series of relentlessly nasty situations that we would pay a considerable ransom not to be looking at . ",negative
nearly every cliché ,negative
leaden and dull ,negative
fluttering ,positive
absurd finale ,negative
betters it ,positive
tykwer 's surface flash is n't just a poor fit with kieslowski 's lyrical pessimism ; ,negative
vile enough ,negative
it one of the year 's most enjoyable releases ,positive
because this movie makes his own look much better by comparison ,negative
late marriage is an in-your-face family drama and black comedy that is filled with raw emotions conveying despair and love . ,positive
choppy recycling ,negative
is n't afraid to provoke introspection in both its characters and its audience ,positive
"boasts dry humor and jarring shocks , plus moments of breathtaking mystery ",positive
affirms ,positive
uncomfortably strained ,negative
"the explosion essentially ruined -- or , rather , overpowered -- the fiction of the movie for me . ",negative
lightweight but appealing ,positive
film buffs will eat up like so much gelati ,positive
"is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers ",negative
"obvious , preposterous , the movie will likely set the cause of woman warriors back decades . ",negative
"been there , done that ... a thousand times already , and better . ",negative
"gives give a solid , anguished performance that eclipses nearly everything else she 's ever done ",positive
the self-image of drooling idiots ,negative
had no effect and ,negative
large-format ,positive
work because there is no foundation for it ,negative
weave a protective cocoon around his own ego ,negative
flatula ,negative
"the storytelling , which undercuts the devastatingly telling impact of utter loss personified in the film 's simple title ",negative
's quaid who anchors the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer ,positive
hollywood kids ,positive
the tuxedo was n't just bad ; ,negative
donovan ... squanders his main asset ,negative
but it 's hardly a necessary enterprise . ,negative
"one of the best , most ",positive
"as if ( there 's ) a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something ",negative
sit through it all ,positive
fiji diver rusi vulakoro and the married couple howard and michelle hall ) ,positive
that ultimately coheres into a sane and breathtakingly creative film ,positive
the characters are paper thin and the plot is so cliched and contrived that it makes your least favorite james bond movie seem as cleverly plotted as the usual suspects ,negative
it 's a frankenstein-monster of a film that does n't know what it wants to be . ,negative
"it 's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer space . ",positive
issues ' ,negative
thriller with enough unexpected twists ,positive
is blazingly alive and admirable on many levels ,positive
worst harangues ,negative
fascinating ,positive
one of the most savagely hilarious social critics ,positive
"the first mistake , i suspect , ",negative
sparkles with the the wisdom and humor of its subjects . ,positive
ranges from bad to bodacious ,negative
kicking undead *** ,negative
the film 's thoroughly recycled plot and tiresome jokes ... drag the movie down . ,negative
", noisy and pretentious ",negative
smart and taut . ,positive
recommend this film ,positive
colorful ,positive
ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside ,positive
really awful ,negative
you wish you had n't seen ,negative
see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original ,positive
fincher takes no apparent joy in making movies ,negative
"richly detailed , deftly executed and ",positive
over-dramatic at times ,negative
a stand up and cheer flick ,positive
the leanest and meanest of solondz 's misanthropic comedies ,positive
cardiac ,negative
slob ,negative
"a bilingual charmer , ",positive
wonderfully funny ,positive
"so it 's not a brilliant piece of filmmaking , but it is a funny ( sometimes hilarious ) comedy with a deft sense of humor about itself , a playful spirit and a game cast . ",positive
"bang-bang , shoot-em-up scene ",positive
of his character ,positive
"the problem with the bread , my sweet ",negative
that this noble warlord would be consigned to the dustbin of history ,negative
it appears not to have been edited at all ,negative
suspenseful horror movie ,positive
a middle-aged romance ,positive
fights ,negative
achieves a level of connection and concern ,positive
"clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long ",negative
doofus ,negative
as refreshing as a drink from a woodland stream . ,positive
highly uneven ,negative
"savvy , compelling ",positive
in sorrow ,negative
this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product ,negative
the blanket statements and dime-store ruminations ,negative
"appalling , shamelessly manipulative and contrived ",negative
"enough intelligence , wit or innovation on the screen to attract and sustain an older crowd ",positive
"white oleander may leave you rolling your eyes in the dark , ",negative
in which the kids in the house will be gored ,negative
humor ,positive
pretty weary ,negative
rarely work in movies now ,negative
advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching ,negative
bludgeoning the audience ,negative
spends a bit too much time ,negative
"it 's kind of insulting , both to men and women . ",negative
below ,negative
fanciful ,positive
"while the performances are often engaging , this loose collection of largely improvised numbers would probably have worked better as a one-hour tv documentary . ",negative
summer-camp talent show ,negative
dramatically satisfying heroine ,positive
just about the surest bet ,positive
"a sensitive , cultivated treatment ",positive
on a group of extremely talented musicians ,positive
an exhilarating ,positive
"in such a lousy way , complete with some of the year 's ( unintentionally ) funniest moments , that it 's impossible to care ",negative
"length , awash in self-consciously flashy camera effects , droning house music and flat , flat dialogue ",negative
no wrong ,positive
as little cleavage ,positive
like reading a research paper ,positive
luckiest stroke ,positive
their charm does n't do a load of good ,negative
", unlikable characters ",negative
here is a vh1 behind the music special that has something a little more special behind it : music that did n't sell many records but helped change a nation . ,positive
of the other ,positive
beginning with the minor omission of a screenplay ,negative
an engrossing story ,positive
well enough ,positive
an older cad instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy . ,positive
"interview with the assassin is structured less as a documentary and more as a found relic , ",negative
jaglom offers the none-too-original premise that everyone involved with moviemaking is a con artist and a liar . ,negative
necessary viewing for sci-fi fans ,positive
good for this sucker ,positive
holes that will be obvious even to those who are n't looking for them ,negative
fails to portray its literarily talented and notorious subject as anything much more than a dirty old man . ,negative
that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style ,positive
made to look bad ,negative
the nonstop artifice ,positive
massive cardiac arrest ,negative
"a work of extraordinary journalism , but it is also a work of deft and subtle poetry ",positive
"is sure to give you a lot of laughs in this simple , sweet and romantic comedy . ",positive
tears welled up in my eyes both times ,positive
makes little attempt to give voice to the other side ,negative
wo n't care ,negative
's stylishly directed with verve ... ,positive
this is n't worth sitting through ,negative
"in this simple , sweet and romantic comedy ",positive
it begins to fade from memory ,negative
a loathsome movie ,negative
"it looks good , sonny , ",positive
might just be better suited to a night in the living room than a night at the movies ,negative
"incompetent , incoherent or just plain crap ",negative
cheer flick ,positive
this is a movie where the most notable observation is how long you 've been sitting still . ,negative
", the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation . ",negative
the very best movies ,positive
", flat dialogue ",negative
numbing experience ,negative
", the film never recovers from the clumsy cliché of the ugly american abroad , and the too-frosty exterior ms. paltrow employs to authenticate her british persona is another liability . ",negative
"perceptive , good-natured movie ",positive
quickly forgettable ,negative
the stunt-hungry dimwits ,negative
somewhat cumbersome 3d goggles ,negative
"it 's an effort to watch this movie , but it eventually pays off and is effective if you stick with it . ",positive
", a movie comes along to remind us of how very bad a motion picture can truly be . ",negative
imagine another director ever making his wife look so bad in a major movie ,negative
convincingly paints a specifically urban sense of disassociation here . ,positive
astonishingly ,positive
sc2 is an autopilot hollywood concoction lacking in imagination and authentic christmas spirit ,negative
"have made a great saturday night live sketch , but a great movie it is not ",negative
an inuit masterpiece ,positive
"any of the character dramas , which never reach satisfying conclusions ",negative
balance all the formulaic equations in the long-winded heist comedy ,negative
... is a man who uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows ,positive
", the sum of all fears generates little narrative momentum , and invites unflattering comparisons to other installments in the ryan series . ",negative
fluffy and disposible ,negative
stereotypical caretakers ,negative
"s1m0ne 's satire is not subtle , but ",negative
could n't care less ,negative
how admirably ,positive
make mel brooks ' borscht belt schtick look sophisticated ,positive
a funny no-brainer ,positive
"still comes off as a touching , transcendent love story . ",positive
funniest american comedy ,positive
"has been overexposed , ",negative
"interesting cinematic devices ( cool visual backmasking ) , ",positive
1937 breakthrough ,positive
virtually no aftertaste ,negative
gripping and ,positive
having an old friend ,positive
the problem with wendigo ,negative
hellish ,negative
a tricky tightrope between being wickedly funny and just plain wicked ,positive
"that tries to grab us , only to keep letting go at all the wrong moments ",negative
so different from the apple and so striking ,positive
banged their brains into the ground so frequently ,negative
the ticket you need ,positive
's a rare window on an artistic collaboration . ,positive
"taken as a whole , the tuxedo does n't add up to a whole lot . ",negative
"this movie is 90 minutes long , and ",negative
cho continues her exploration of the outer limits of raunch with considerable brio . ,positive
"its logical loopholes , which fly by so fast there 's no time to think about them anyway ",negative
a woozy quality ,negative
characterisation has been sacrificed for the sake of spectacle . ,negative
establishes itself as a durable part of the movie landscape : a james bond series for kids . ,positive
emotionally grand ,positive
its visual delights ,positive
had the balance shifted in favor of water-bound action over the land-based ` drama ,negative
"amusing , but ultimately so ",positive
both charming ,positive
a seven rip-off ,negative
works better in the conception than it does in the execution ... winds up seeming just a little too clever . ,negative
a vision both painterly and literary ,positive
from the ages ,positive
"its exquisite acting , inventive screenplay , mesmerizing music , and ",positive
cultural and economic subtext ,positive
"nothing wrong with performances here , but the whiney characters bugged me . ",negative
orchestrating a finale that is impenetrable and dull ,negative
have to admit i walked out of runteldat . ,negative
boring despite the scenery ,negative
