headline,label
وراٹ کوہلی کے ساتھی بلے باز نے بنایا صرف ایک رن ، مگر وہ بن گئی اننگز کی سب سے بڑی پارٹنر شپ,cricket
برتھ ڈے اسپیشل: تائیکونوڈو میں بلیک بیلٹ بھی ہیں اداکارہ نیتو چندرا,entertainment
ہماچل پردیش : بہو کا الزام ، جب بھی گھر آتا تھا سسر ، نشیلی اشیا کھلا کر کرتا تھا آبروریزی ، کیس درج,crime
یہ سلیبریٹی ہیں بگ باس کے سب سے مہنگے مہمان,entertainment
ایشیا کپ میں شکست سے پریشان پاکستان نے محمد حفیظ کو ٹیم میں شامل کیا,cricket
اس شادی شدہ بالی ووڈ اداکارہ کو ڈیٹ کرنا چاہتے ہیں ٹیم انڈیا کے آل راونڈر ہاردک پانڈیا ، خود کیا انکشاف,entertainment
بابر اعظم کی کوششیں رائیگاں ، دوسرے ٹی 20 میچ میں جنوبی افریقہ نے پاکستان کو 7 رنوں سے ہرایا,cricket
ورلڈ کپ کیلئے ٹیم انڈیا کا اس دن ہوگا اعلان ، ان کھلاڑیوں کی جگہ یقینی !۔,cricket
گریٹر نوئیڈا میں گئو اسمگلنگ کے شبہ میں گائے لے جا رہے دو لوگوں پر جان لیوا حملہ,crime
کبھی ذہنی بیماری میں مبتلا تھا بالی ووڈ کا یہ اداکار ، اب کررہا ہے فلموں میں واپسی,entertainment
آیوشمان خرانہ کی بیوی کو ہوا کینسر، اسپتال میں داخل,entertainment
سڈنی ٹیسٹ میں دوہری سینچری سے چوکے چتیشور پجارا، پھر بھی بنا دیا بے مثال ریکارڈ,cricket
سونم کپور کے سامنے آنند آہوجا نے رکھی ایسی ڈیمانڈ ، شرم سے لال ہوگئیں اداکارہ,entertainment
کپتان کوہلی کا بڑا بیان ، روہت شرما نہیں بلکہ یہ کھلاڑی ہے ٹیم انڈیا کا چمپئن,cricket
...پیار، سیکس اور دھوکہ: نہیں رکی شوہر کی عیاشی تو ڈپریشن میں گھلتی گئی بیوی اور پھر ہوا یہ,crime
دہلی ڈیئر ڈیولس نے بچائی عزت، کوالیفائی کرچکی چنئی سپرکنگس کو 34 رنوں سے دی شکست,cricket
آئی پی ایل 2018: گوتم گمبھیر دہلی ڈیئر ڈیولس کی کپتانی سے مستعفی، شرے یاس ایئر کو ملی کپتانی,cricket
شادی سے پہلے بچے کے سوال پر شروتی ہاسن نے دیا یہ جواب,entertainment
ڈائریکٹر کی گندی بات سن کر فلم بیچ میں ہی چھوڑ کر چلی گئی تھی یہ اداکارہ، نواز الدین پر بھی لگایا تھا الزام,entertainment
روہت شرما نے دھونی کی جم کر کی تعریف ، اس چیز کو بتایا ٹیم کیلئے انتہائی خاص,cricket
کٹرینہ آپ کے لئے سپر اسٹار ، میرے لئے سب سے بڑی مزدور: سلمان,entertainment
بہار: انسانیت پھر شرمسار، 7 سالہ بچی کی عصمت دری کی، سڑک پر تڑپتا چھوڑ ملزم فرار,crime
لکھنؤ میں سلمان خان کی فلم بجرنگی بھائی جان کی مخالفت، پوسٹر جلائے گئے,entertainment
انٹرنیٹ پر لیک ہوئیں ایکس بگ باس کنٹیسٹنٹ مرینا کے اس فوٹو شوٹ کی تصویریں,entertainment
خاتون نے خاتون پر لگایا ریپ کا الزام ، لیکن پولیس نہیں کر پا رہی کیس درج,crime
برقع پہن کر چپکے۔چپکے فلم دیکھنے پہنچیں سارہ علی خان، وائرل ہوئی تصویریں دیکھیں,entertainment
شکست کے بعد صحافیوں پر بھڑک اٹھے وراٹ کوہلی ، جانئے پھر کیا ہوا ؟ ,cricket
عشق کی راہ میں آڑے آیا مذہب، بالآخرعشق کا ہوا قتل,crime
شوہر سیف کو نہیں بلکہ اس اداکار کو پتہ ہے کرینہ کپور خان کے فون کا پاس ورڈ,entertainment
ٹریلر سے پہلے شاہ رخ خان نے کٹرینہ اور انوشکا کے ساتھ ریلیز کئے فلم کے دھماکے دار پوسٹر,entertainment
نہیں رک رہے ریپ کے معاملے بہار میں 5 سالہ بچی کی اجتماعی آبروریزی,crime
اب اس ٹی وی شوسے چھوٹے پردے پرشروعات کریں گی ہما قریشی,entertainment
کرکٹ : ان گیندبازوں نے اپنے پورے کیریر میں نہیں پھینکی ایک بھی نو بال,cricket
ان 7 اداکاراوں کے لئے آکسیجن جیسا ہے یوگ، بابا رام دیو بھی ہیں مرید,entertainment
وراٹ کوہلی سے ہوگئی ایک عجیب سے غلطی ، امپائر نے کم کردیا ایک رن !۔,cricket
بگ باس 12 گوا میں لانچ، سلمان خان نے اس جوڑی کے شامل ہونے کا کیا اعلان,entertainment
انسٹاگرام پرملا رنبیرسنگھ اور دیپکا پاڈوکون کی شادی کا ایک اور اشارہ،اس سال ہو سکتی ہے شادی,entertainment
میلہ گھومنے کیلئے گھر سے نکلا تھا فوجی جوان ، بندوق کی نوک پر رشتہ داروں نے کرادی شادی,crime
تیسرے امپائر نے دیا غلط آوٹ ، تو حریف ٹیم کے کپتان نے بلے باز کو واپس بلاکر دکھائی دلیری,cricket
کرکٹر رویندر جڈیجہ کی بیوی کو پولیس اہلکار نے مارا تھپڑ؟,cricket
آدھی رات کو انوشکا کو الوداع کہنے ائیرپورٹ پہنچے وراٹ,entertainment
کیکی چیلنج کے بعد آیا ' برڈ باکس چیلنج' جو لے سکتا ہے آپ کی جان، نیٹ فلکس نے جاری کی وارننگ,entertainment
ٹیسٹ سیریز : ہاردک پانڈیا کی شاندار گیند بازی سے انگلینڈ 161 پر ڈھیر، ٹیم انڈیا کو 168 رنوں کی سبقت,cricket
کیا می ٹو مہم سے بچنے کیلئے اداکار سشانت سنگھ راجپوت نے کیا ہے ایسا کام ؟,entertainment
ایک فقیر کی آواز سے تحریک پاکر گلوکاری کی دنیا کے بے تاج بادشاہ بن گئے محمد رفیع,entertainment
فلم فیئر ایوارڈس میں باجی راؤ مستانی کی دھوم,entertainment
اپنی نوعیت کا پہلا کیس ، لڑکیوں سے چھیڑ چھاڑ کے معاملے میں ایک لڑکی کو ملی تین سال کی سزا,crime
اب یوپی کے ایٹہ میں ’ کٹھوعہ واقعہ‘، عصمت دری کے بعد 8 سالہ بچی کا قتل,crime
افغانستان کے حضرت اللہ زیزئی نے 6 گیندوں پر لگائے 6 چھکے ، دیکھتے ہی رہ گئے کرس گیل,cricket
پارٹی میں انکتا نے سشانت سے کی لڑائی، سب کے سامنے دی گالی,entertainment
حافظ سعید کی اپیل پر پاکستان میں سیف کی فلم فینٹم پر پابندی عائد,entertainment
بگ باس 12: انوپ جلوٹا اپنی گرل فرینڈ کو لے کر ہوئے ٹرول، ردعمل پڑھ کر اپنی ہنسی نہیں روک پائیں گے آپ,entertainment
ختم ہوانتظار:اب سب کا ڈاؤٹ ہوا کلیئر، ریلیز ہوا فلم'ریس۔3'کا ٹریلر,entertainment
پہلاج نہلانی نے کنگنا رانوت کو دی تھی 'سافٹ پورن' فلم، ایسے کپڑے پہننے کو کہا,entertainment
آئی پی ایل میں جموں و کشمیر کی بنے گی ٹیم ، گورنر ستیہ پال ملک نے کی پہل,cricket
بالی ووڈ میں نہیں ہے عدم برداشت کا مسئلہ : کاجول,entertainment
اچانک بگڑی معروف اداکار دلیپ کمار کی صحت، اسپتال میں کرایا گیا داخل,entertainment
اداکارہ پائل روہتگی نے کیرالہ سیلاب کو گئو کشی سے جوڑا ، سوشل میڈیا پر بری طرح ہوگئیں ٹرول,entertainment
ایشیا کپ میں ہندوستان کے خلاف اضافی دباو میں نہ آئیں کھلاڑی: پاکستانی آل راونڈرشعیب ملک کا مشورہ,cricket
ریما لاگو کی آخری رسوم میں عامر، رشی اور مہیش بھٹ سمیت پہنچے یہ بالی ووڈ ستارے ، دیکھیں تصاویر,entertainment
بنگلہ دیش میں صوفی عالم دین کا گولی مار کر قتل,crime
بنگلہ دیشی کرکٹر شبیر رحمان پر لگ سکتی ہے لمبی پابندی ، تباہ ہوسکتا ہے کیریئر!۔,cricket
شاہ رخ خان کی بیٹی ثنا سعید نے شیئر کردی ایسی تصویر سوشل میڈیا پر لگ گئی آگ، اڑجائیں گے ہوش,entertainment
بھابھی جی گھر پر ہیں: انگوری بھابھی کے بعد گوری میم بھی آئیں قانون کی زد میں,entertainment
کانس پہنچی سونم کے اس انداز کے آپ بھی ہوجائیں گے قائل,entertainment
پاکستانی کرکٹ ٹیم کے کپتان سرفراز احمد بالی ووڈ کی اس اداکارہ کے ساتھ فلموں میں کام کرنے کے خواہشمند,cricket
ورلڈ کپ ٹیم میں بھی وراٹ کوہلی پر بھاری پڑ گئے ایم ایس دھونی اور روہت شرما ، یہ ہے بڑی وجہ,cricket
سالگرہ پر خصوصی ، ڈسکو موسیقی کے کنگ ہیں بپپی لہیری,entertainment
دھرمیندر اور شتروگھن سنہا 29 سال بعد ایک ساتھ اسکرین پر,entertainment
فقیر کی آواز سے متاثر ہوکر موسیقی کی دنیا کے بے تاج بادشاہ بنے تھےمحمد رفیع,entertainment
پی سی بی کے رویہ سے دلبرداشتہ پاکستان کا یہ بڑا کھلاڑی جلد ہی کرکٹ کو کہہ سکتا ہے الوداع ! ۔,cricket
انوشکا کی سالگرہ:امیتابھ بچن نے سالگرہ دی کی مبارکباد،کا انوشکا نے نہیں دیا کوئی جواب,entertainment
گاندھی خاندان پر ناموں کو لے کر بھڑکے رشی کپور، کہا، اندرا گاندھی ایئرپورٹ کیوں، بھگت سنگھ یا رشی کپورکیوں نہیں؟,entertainment
"پوجا ہیگڑے فلم ""ہاؤس فل-4"" میں نظر آئیں گی",entertainment
شادی کے بعد جذباتی ہوئیں پرینکا چوپڑا، مداحوں سے مانگی مدد، پڑھیں,entertainment
آٹو ڈرائیور کے بیٹے جاوید خان نے جیتا ’انڈیاز گاٹ ٹیلینٹ‘ کا خطاب، یو ٹیوب سے سیکھا تھا جادو,entertainment
رشتہ ہوا شرمسار: بھائی نے ہی لوٹ لی 6 سالہ بہن کی عزت,crime
ہمالیائی اسکورکا تعاقب کرکےآسٹریلیا نے جیت لیا میچ، ہندوستان کو سیریز جیتنے کے لئے کرنا ہوگا انتظار,cricket
پہچانئے تو، ساکشی دھونی کے ساتھ نظر آری یہ خوبصورت لیڈی,cricket
اس وجہ سے نہیا پپینڈسے نے کرایا تھا یہ ہاٹ فوٹو شوٹ ، یہاں دیکھیں تصویریں,entertainment
ہار کے بعد وراٹ کا بڑا بیان: ورلڈ کپ کے لئے ٹیم میں صرف ایک جگہ ہے خالی,cricket
ایک 47 سال کا شخص 13 سال کی بچی کا ایک مہینے تک کرتا رہا ریپ، ایسے ہوا انکشاف,crime
! رنبیر کپور سے بریک اپ پر بولیں دیپیکا- اس کی عادت میں شمار ہو چکا تھا دھوکہ دینا,entertainment
ٹی وی کی سب سے ہاٹ اور سیکسی حسینہ کے ہاٹ فیگر نے انٹرنیٹ پر مچا دی سنسنی، بولڈ اندازمیں کیا نئے سال کا استقبال,entertainment
دنیا میں کروڑوں مداح رکھنے والا کرکٹرکینسرسے کررہا ہے جدوجہد,cricket
سو کروڑ کے کلب میں شامل ہوئی فلم ایم ایس دھونی دی انٹولڈ اسٹوری,entertainment
امریش پوری نے ’ویلن ‘ کو نئی پہچان دلائی,entertainment
چھتیس گڑھ: نوجوان کے قتل معاملہ میں ماں باپ سمیت تین گرفتار,crime
عالمی کپ 2015: ہند - پاک کےمابین میچ میں ہوئی تھی اسپاٹ فکسنگ کی کوشش,cricket
ملک میں لوگ اپنے مذہب کو لے کر داداگیری کر رہے ہیں: سونو نگم,entertainment
آندرے رسل کا لکی چارم ، صبح اس سپرماڈل کو کیا یاد اور پھر شام میں کنگس الیون پنجاب کے اڑا دئے ہوش,cricket
چٹکیوں میں بوڑھے ہوئے بالی ووڈ اداکار عامر خان، ویڈیو دیکھ کر آپ بھی ہو جائیں گے حیران,entertainment
طے ہو گئی تاریخ، دسمبر تک ہو گی دیپیکا اور رنویر کی شادی,entertainment
متالی راج نے رقم کی تاریخ، یہ کارنامہ انجام دینے والی دنیا کی پہلی خاتون کرکٹر,cricket
جب بگ بی۔امیتابھ بچن کی گرمی میں شوٹنگ سے بگڑی طبیعت،ممبئی سے جودھپور پہنچی ڈاکٹروں کی ٹیم,entertainment
شادی کے جشن میں غلطی کر گئی پرینکا چوپڑا، سوشل میڈیا ہوئی زبردست ٹرول,entertainment
پولیس میں تھے سلمان خان کے دادا، اسی علاقے میں ہوگی دبنگ۔3 کی شوٹنگ,entertainment
امرناتھ یاترا دہشت گردانہ حملہ : ڈرائیور سلیم کو گلوکار سونو نگم دیں گے 5 لاکھ روپے کا انعام,entertainment
بریلی : بیٹے کی چاہت میں بے رحم باپ نے معصوم بیٹی کو چھت سے نیچے پھینکا ، حالت نازک,crime
انسٹاگرام پر دشا پٹانی نے ڈالی اپنی انتہائی بولڈ تصویر ، دیکھ کر مداحوں کے اڑ گئے ہوش,entertainment
کرکٹ ٹیم میں جگہ نہیں ملنے پر اس کھلاڑی نے چھوڑدیا تھا پاکستان ، اب امریکہ کی ٹی 20 ٹیم میں ہوا شامل,cricket
کٹرینہ کیف نے کرایا فوٹو شوٹ، انٹرنیٹ پر مچ گئی کھلبلی، دیکھیں ویڈیو,entertainment
شرمناک: قبر سے نكال کر لڑکی کی لاش کے ساتھ جنسی تعلقات قائم کیا,crime
انوشکا سے ملنے فلم کے سیٹ پر پہنچے وراٹ ، شاہ رخ نے کی جم کر مہمان نوازی,entertainment
اب اس اداکارہ کا ساجد خان پر الزام ، پوچھا ۔ پیسوں کے لئے جانور سے سیکس کرو گی؟,entertainment
...اس فلم کے دوران ہو گیا تھا ابھیشیک بچن کو ایشوریہ سے پیار، سیٹ پر ہی کردیا تھا یہ,entertainment
آئی پی ایل کھلاڑی کے خلاف 27 سالہ لڑکی کو اغوا اورچھیڑ چھاڑ کرنے کا کیس درج,crime
دیپیکا اور رنویر کے بعد اب کپل شرما کریں گے شادی ، یہ بنیں گی ان کی دلہن اور اس دن شروع ہوں گی رسمیں ,entertainment
ثانیہ مرزا کو ہونے والے بچے کو لے کر کس بات کی ہے فکر، کیا انکشاف,entertainment
جب عمران خان کے چیلنج نے بدلوا دی گواسکر کے ریٹائرمنٹ کی تاریخ,cricket
جعلی مارک شیٹ بنانے کے الزام میں تین سال کی قیدبامشقت,crime
اس اداکارہ نے کیا مشت زنی سین ، بولیں کافی پینے جیسا تھا یہ سین ، دو سیکنڈ کو بھی نہیں لگا بولڈ,entertainment
مزاحیہ اداکار کپل شرما کو بھاری پڑی فلرٹنگ ! سلمان خان کے پاس پہنچی شکایت,entertainment
بیٹے کو بچانے کے لئے ماں کو کرنی پڑی جسم فروشی، رشتہ داروں نے کسٹمرس بن کر کیا یہ کام,crime
سالگرہ مبارک: بڑی دلچسپ ہے سلمان کی ریئل لائف، نہ نام اصلی نہ محبت اور بیماری سنگین,entertainment
حیدرآباد ٹیسٹ میں ٹیم انڈیا نے ویسٹ انڈیز کو 10 وکٹوں سے دی مات ، سیریز پر بھی کیا قبضہ,cricket
موبائل پر رات بھر ویڈیوز دیکھ رہی تھی بیوی ، شوہر نے اٹھایا یہ خوفناک قدم ، جان کر اڑجائیں گے ہوش,crime
رنبیر کے ساتھ عالیہ نے منایا نئے سال کا جشن، بیمار رشی کپور بھی آئے نظر,entertainment
شادی کی خوشیاں منا رہے رنویر سنگھ کے لئے آئی یہ بری خبر,entertainment
یو اے ای میں ہندوستانی فٹ بال ٹیم کے مداحوں کو پنجرے میں کیا قید، ویڈیو وائرل,cricket
عامر خان کو اسنیپ ڈیل سے الگ کرنے کے پیچھے تھا بھارتیہ جنتا پارٹی کا ہاتھ,entertainment
کہاں گم ہو گئی ‘ جما۔ چما’ گانے سے سنسنی مچانے والی کمی کاٹکر,entertainment
اس شہر میں وراٹ کوہلی کا یوم پیدائش منائیں گی انوشکا شرما ، ایئر پورٹ سے ہوئیں روانہ,cricket
وراٹ اور انوشکا اس شہر میں کر سکتے ہیں منگنی، شامل ہوں گے امیتابھ بھی,entertainment
ممبئی میں شاہد-میرا کا شاندارریسیپشن، پہنچے بالی وڈ ستارے,entertainment
سلمان اور عامر سے آگے نکلے شاہ رخ، مگر بگ بی سے اب بھی پیچھے,entertainment
شاہد آفریدی پروفیشنل کرکٹ میں 900 میچ کھیلنے والے پہلے پاکستانی کھلاڑی,cricket
سیکسی بکنی پہن کر پول میں اتری سنی لیونی نے پانی میں لگائی آگ ، دیکھ کر اڑجائیں گے ہوش,entertainment
بائک خراب ہونے پر لڑکیوں نے فون کرکے دوست سے مانگی مدد ، وہاں پہنچے 11 لڑکوں نے کیا ریپ,crime
ایشیا کپ میں پاکستان سے ہار سکتی ہے ٹیم انڈیا ، یہ ہیں سات وجوہات ؟,cricket
سلمان کی جھلک پانے کیلئے تیز دھوپ میں کھڑے شیدائیوں کو مایوسی,entertainment
ہوٹل کا بل ادا کئے بغیر فرار ہوئی یہ اداکارہ، پولیس نے پکڑا تب مانگی مہلت,entertainment
!‘پاکستان کے زخموں پر وسیم اکرم نے چھڑکا نمک، کر دی ’بےعزتی,cricket
آئی پی ایل 2019: دیکھیں ممبئی بنام راجستھان کا ریکارڈ زبردست: دیکھیں ویڈیو,cricket
وراٹ کوہلی کی ایمانداری کے بارے میں انوشکا شرما نےبتائی یہ خاص بات، پڑھیں,entertainment
سالگرہ اسپیشل: ہندو گھر میں پیدائش کے بعد اے آر رحمان کچھ اس طرح بنے مسلمان,entertainment
کتے کو بچانے کے لئے اس تیز گیند باز نے سوشل میڈیا پر لگائی گہار، لوگ کر رہے ہیں جم کر تعریف,cricket
جنوبی افریقہ کے خلاف ون ڈے سیریز کیلئے پاکستان کی 16 رکنی ٹیم کا اعلان ، اس بڑے کھلاڑی کو ملی جگہ,cricket
نغمہ نگاروں کو ان کا واجب حق دلایا ساحر لدھیانوی نے,entertainment
نیہا دھوپیا اور انگد بیدی کے گھر گونجی کلکاریاں ، اداکارہ نے بیٹی کو دیا جنم,entertainment
‘جب کرینہ سے بولی پرینیتی،’’ اجازت ہو تو میں سیف سے شادی کر لوں؟,entertainment
پرینکا کو ون مین آرمی مانتی ہیں پرنیتی,entertainment
رام گوپال کا متنازع ٹویٹ ، ہر عورت مرد کو اتنی ہی خوشی دے جتنی سنی لیون دیتی ہے، کیس درج,entertainment
روی شاستری نے 1983 عالمی کپ سے کیا آسٹریلیا سے سیریز جیتنے کا موازنہ,cricket
پاکستان سپرلیگ میں اب کھیلتا نظر نہیں آئے گا آسٹریلیا کا یہ بڑا بلے باز ، کرکٹ شائقین کو ہوئی مایوس,cricket
آئی پی ایل :2018 ممبئی انڈینس نے دہلی ڈیئر ڈیولس کو 195کا اسکور دیا,cricket
بالی ووڈ میں مقبول ہوئے پاکستان کے یہ ٹاپ ٹین اداکار,entertainment
آئی پی ایل 2019 : کولکاتہ نائٹ رائیڈرس نے راجستھان رائلس کواسی کے گھر پر 8 وکٹوں سے روندا,cricket
 بارہ لوگوں کے ساتھ گھر میں رہتا تھا یہ اداکار ، ہیرو بننے کیلئے کرنا پڑتا تھا یہ کام,entertainment
پہلے دن باکس آفس پر اڑان نہیں بھر پائی اڑتا پنجاب ، تاہم شائقین نے کی تعریف,entertainment
"وریندر سہواگ کے اس اشتہار سے آسٹریلیا میں مچی ""کھلبلی"" ، میتھیو ہیڈن نے دی یہ وارننگ",cricket
انکشاف: ٹی وی شو سے نہیں بلکہ اس فلم سے واپسی کر رہے ہیں کپل شرما,entertainment
وہاٹس ایپ پر چل رہے سیکس ریکٹ پر چھاپہ، پکڑی گئیں شادی شدہ خواتین,crime
تین کروڑ سے زائد لوگوں نے دیکھا ، آخر ایسا کیا ہے پون سنگھ کے اس بھوجپوری ویڈیو میں ؟ ,entertainment
بلیا میں سنی لیونی سے لے کر ہاتھی اور ہرن بھی بنے ووٹر,entertainment
شلپا شیٹی کا الزام آسٹریلیا ایئر پورٹ پر گندمی رنگ کے سبب ہوا امتیازی سلوک,entertainment
پاکستانی کپتان سرفراز احمد کواس وجہ سے 6 دنوں سے نہیں آرہی ہے نیند ، خود کیا سنسنی خیز انکشاف,cricket
کاجول کی صفائی: میں نے گائے کا نہیں بھینس کا میٹ کھایا,entertainment
آوٹ نہیں تھا بلے باز ، پھر بھی میدان پر جشن منانے لگی پوری ٹیم ، اب جم کر اڑا جا رہا ہے مذاق,cricket
کٹرینہ کیف کے ساتھ سڑک پر بد تمیزی ، لوگوں نے دی اچھا رویہ اختیار کرنے کی صلاح ، دیکھیں ویڈیو,entertainment
شادی کے تین مہینے بعد نیہا دھوپیا کا حمل فوٹو شوٹ ، ریمپ پر بھی کیا واک,entertainment
شکھردھون کا ٹسٹ ٹیم میں شامل نہ کیا جانے کا درد سامنے آیا، اب کریں گے یہ کام,cricket
ہندستانی فین کے پاس نہیں تھے میچ دیکھنے کے پیسے، اس پاکستانی نے بھیجا فلائٹ ٹکٹ,cricket
اداکار کمل ہاسن کا نئی سیاسی پارٹی بنانے کا اعلان ، تمل ناڈو کی سیاست میں تبدیلی کا عزم,entertainment
جب لکھنئو کے جام میں پھنسے جیکی شراف، خود سڑک پر اترکر کرایا روٹ کلئیر,entertainment
فلموں میں ادکاراؤں کی فیس پر سونم کپور نے کچھ یوں دیا جواب,entertainment
الیکشن میں ہار کا بدلہ لینے کے لئے خاتون بی ڈی سی کی بیٹی کی آبروریزی ، متاثرہ نے لگائی پھانسی,crime
!‘ڈرنک کرتے ہوئے ڈانس کر رہی تھی ادا شرما پھر کیمرے میں قید ہوا ’خوفناک سچ,entertainment
بہار: دربھنگہ میں دلت عورت کے ساتھ درندگی، ڈائن بتا کر گاؤں کے لوگوں نے پیٹا,crime
دو دہائی بعد تیز گیند باز امیش یادو نے کیا یہ بڑا کمال ، دنیا کررہی ہے سلام,cricket
آسٹریلیا میں نظر آیا وراٹ کوہلی اور انوشکا شرما کا رومانٹنگ انداز ، دیکھیں تصویریں,cricket
شاہ رخ سے کرتی ہے پیار، لیکن کنگ خان کی یہ سچائی جان کرخوب روئی تھی یہ اداکارہ,entertainment
ہنی مون کے دوران نک جونس نے کھینچی پرینکا چوپڑا کی ایسی رومانٹک تصویر ، سوشل میڈیا پر وائرل !۔,entertainment
آسٹریلیا کے اس کھلاڑی نے لگاتار دوسرے ون ڈے میں بھی پاکستان کے منہ سے چھین لی جیت,cricket
سونالی بیندرے نے پھر بتایا صحت کا حال ، لکھ دیا اتنا جذباتی کہ ہر آنکھ ہو جائے گی نم,entertainment
بگ باس سے باہر ہوتے ہی جسلین نے بتائی انوپ جلوٹا کے ساتھ اپنے رشتے کی حقیقت ، جان کر حیران رہ جائیں گے آپ,entertainment
عامر، سلمان مجھ سے بڑے اسٹار: شاہ رخ,entertainment
ریتک روشن کے ساتھ فلم بنائیں گےسنجے گپتا,entertainment
